iter	Passed	Remaining
953	3704	178
954	3708	174
955	3714	170
956	3718	167
957	3722	163
958	3726	159
959	3732	155
960	3737	151
961	3742	147
962	3747	143
963	3751	140
964	3755	136
965	3761	132
966	3765	128
967	3769	124
968	3775	120
969	3779	116
970	3783	113
971	3788	109
972	3793	105
973	3797	101
974	3801	97
975	3806	93
976	3810	89
977	3814	85
978	3817	81
979	3820	77
980	3825	74
981	3828	70
982	3831	66
983	3834	62
984	3838	58
985	3841	54
986	3844	50
987	3847	46
988	3851	42
989	3855	38
990	3858	35
991	3861	31
992	3864	27
993	3867	23
994	3871	19
995	3874	15
996	3878	11
997	3882	7
998	3887	3
999	3891	0
