iter	RMSE
621	0.0490748784
622	0.04907108099
623	0.0490679304
624	0.04906421125
625	0.04906031192
626	0.0490568235
627	0.04905436641
628	0.04905226987
629	0.04904811468
630	0.04904542815
631	0.04904246531
632	0.04903845854
633	0.0490353242
634	0.04903201235
635	0.04903098751
636	0.04902538211
637	0.04902171469
638	0.04901564305
639	0.04901348341
640	0.04901046238
641	0.04900831548
642	0.04900734435
643	0.04900502773
644	0.04900132708
645	0.04899122544
646	0.04898655285
647	0.04898159435
648	0.04898098579
649	0.04897779436
650	0.04897467027
651	0.04897037473
652	0.04896704687
653	0.04896211178
654	0.04896104426
655	0.04895690503
656	0.04895462374
657	0.04895083514
658	0.04894650808
659	0.04894202708
660	0.04893971624
661	0.04893885667
662	0.04893719576
663	0.04893595088
664	0.04893191549
665	0.04892889953
666	0.04892399526
667	0.0489219355
668	0.04891891751
669	0.04891532816
670	0.04891261963
671	0.04890685336
672	0.0489004155
673	0.04889651105
674	0.04889377644
675	0.0488875232
676	0.04887873666
677	0.04887697342
678	0.04887575567
679	0.04887215931
680	0.04886869705
681	0.04886523411
682	0.0488604206
683	0.04885986685
684	0.0488568416
685	0.0488532638
686	0.04884900236
687	0.04884271691
688	0.04883926143
689	0.04883556055
690	0.04882601873
691	0.04882249845
692	0.0488196614
693	0.0488135856
694	0.04880742186
695	0.0488044216
696	0.04879730788
697	0.04879440428
698	0.04878891736
699	0.04878702561
700	0.04878310939
701	0.04877661878
702	0.04877130901
703	0.04876599166
704	0.04876121935
705	0.04875728979
706	0.0487496085
707	0.04874906079
708	0.04874426295
709	0.04874206627
710	0.04874044187
711	0.04873710047
712	0.0487361781
713	0.04873328541
714	0.0487322561
715	0.04872898543
716	0.04872621272
717	0.04872141038
718	0.048717203
719	0.04871303728
720	0.04871192387
721	0.04871018067
722	0.04870464797
723	0.04870248885
724	0.04870014165
725	0.04869614963
726	0.04869059533
727	0.04868592291
728	0.04868188848
729	0.04867628621
730	0.04867281108
731	0.04866935921
732	0.04866189952
733	0.04865980372
734	0.04865399711
735	0.0486490262
736	0.04864525435
737	0.04864045645
738	0.04863871925
739	0.0486346266
740	0.04863187475
741	0.0486233511
742	0.04862089353
743	0.04861698147
744	0.04861371496
745	0.04860995925
746	0.04860593853
747	0.04860232857
748	0.0486008145
749	0.04859456672
750	0.04858974942
751	0.04858907713
752	0.0485847397
753	0.04858314889
754	0.04857868335
755	0.0485764383
756	0.04857236817
757	0.04857078827
758	0.04856690162
759	0.04856108887
760	0.04855764171
761	0.04855187709
762	0.04854972625
763	0.04854841646
764	0.04854644804
765	0.0485450347
766	0.04854053728
767	0.04853483084
768	0.04853051944
769	0.04852728769
770	0.04852438589
771	0.04852289235
772	0.04851892553
773	0.04851555212
774	0.04851174803
775	0.04850689549
776	0.04850382669
777	0.04850121953
778	0.0484954022
779	0.04849402985
780	0.0484903297
781	0.04848772632
782	0.0484843914
783	0.04848166771
784	0.04848033295
785	0.0484768373
786	0.04847288702
787	0.04847157194
788	0.04846706431
789	0.0484634221
790	0.04846025278
791	0.04845784651
792	0.04845305448
793	0.04844841338
794	0.04844648892
795	0.04844163503
796	0.04843669144
797	0.04843238405
798	0.0484294274
799	0.04842192999
800	0.04841667685
801	0.04841285751
802	0.04841181462
803	0.04840707236
804	0.04840511625
805	0.04839782377
806	0.0483951666
807	0.04839317391
808	0.04839236227
809	0.04838792211
810	0.04838359291
811	0.04838026239
812	0.04837985912
813	0.04837729584
814	0.04837557079
815	0.04837071652
816	0.04836478348
817	0.04836230716
818	0.04836007533
819	0.04835809144
820	0.04835463067
821	0.04835266044
822	0.04834931969
823	0.04834713966
824	0.04834300908
825	0.04833621654
826	0.04833234254
827	0.04833093219
828	0.04832685915
829	0.04832419191
830	0.04832212856
831	0.04831273903
832	0.04830732334
833	0.04830402331
834	0.04830095983
835	0.04829970898
836	0.04829793663
837	0.04829452904
838	0.04828753444
839	0.048283032
840	0.04827497261
841	0.04827442998
842	0.04827207429
843	0.04826770484
844	0.04826610674
845	0.04825944739
846	0.0482543473
847	0.04825342498
848	0.04824893519
849	0.04824746061
850	0.04824213127
851	0.0482375198
852	0.04823460408
853	0.04823122063
854	0.04822296138
855	0.04821705757
856	0.04821228148
857	0.04820602675
858	0.04820255909
859	0.04819835969
860	0.0481911714
861	0.04818430816
862	0.0481776562
863	0.0481759562
864	0.04817320089
865	0.04816703384
866	0.04816150302
867	0.04815550115
868	0.04814997638
869	0.04814766855
870	0.04814091817
871	0.0481345322
872	0.04813296707
873	0.04813109085
874	0.0481283002
875	0.04812535388
876	0.04812163973
877	0.0481172766
878	0.04811649708
879	0.04811160936
880	0.04810798533
881	0.04810235869
882	0.04809695679
883	0.04809606369
884	0.04808928534
885	0.04808796621
886	0.04808435919
887	0.04808071242
888	0.04807490443
889	0.04806871155
890	0.04806653825
891	0.04806237266
892	0.04806052005
893	0.04805682679
894	0.04805457744
895	0.0480499834
896	0.04804570592
897	0.04804206996
898	0.04803715115
899	0.04803205888
900	0.04802693237
901	0.04802460795
902	0.04802275367
903	0.04801826867
904	0.04801474852
905	0.04801242083
906	0.04800700356
907	0.04800307255
908	0.04799829013
909	0.04799673908
910	0.04799246642
911	0.04798763114
912	0.04798735003
913	0.04798275718
914	0.04798073532
915	0.04797493847
916	0.04796728342
917	0.04796232238
918	0.04795856693
919	0.04795368341
920	0.04794665901
921	0.04794029846
922	0.04793635505
923	0.04793187794
924	0.04792432617
925	0.04792240245
926	0.04791986999
927	0.04791704808
928	0.04791478236
929	0.04790965642
930	0.0479081499
931	0.04790549098
932	0.04790399476
933	0.04789815501
934	0.04789235004
935	0.04788605479
936	0.04788081781
937	0.04788021839
938	0.04787959509
939	0.04787403903
940	0.04786993712
941	0.04786713349
942	0.04786577241
943	0.04786286473
944	0.04785874636
945	0.04785518666
946	0.04785366793
947	0.04784980948
948	0.04784627562
949	0.04784427371
950	0.04784039076
951	0.0478389367
952	0.04783698939
953	0.04783311217
954	0.04782861714
955	0.04782175647
956	0.04781859365
957	0.04781639446
958	0.04781474942
959	0.04780839983
960	0.04780286171
961	0.04780160546
962	0.04779842505
963	0.04779382967
964	0.04779302325
965	0.04779189634
966	0.04778628175
967	0.04778186201
968	0.04778045186
969	0.04777496607
970	0.04777162099
971	0.04776892224
972	0.04776546628
973	0.04776368
974	0.04776144478
975	0.04775607979
976	0.04775310295
977	0.04774809374
978	0.04774250818
979	0.04773781364
980	0.04773391765
981	0.04773190024
982	0.04772715933
983	0.04772426537
984	0.04772072673
985	0.04771826825
986	0.04771562906
987	0.04771432347
988	0.04771344956
989	0.04770948654
990	0.0477088217
991	0.04770668018
992	0.04770532396
993	0.04770396887
994	0.04770258623
995	0.04769541128
996	0.04768769838
997	0.04768366432
998	0.0476801884
999	0.04767805849
